,Hospitals,Hotels
257,"Somatheeram Ayurveda Resort, Trivandrum",
258,"Somatheeram Ayurveda Resort, Trivandrum",
259,"Somatheeram Ayurveda Resort, Trivandrum",
260,"Somatheeram Ayurveda Resort, Trivandrum",
261,"Somatheeram Ayurveda Resort, Trivandrum",
262,"Somatheeram Ayurveda Resort, Trivandrum",
263,"Somatheeram Ayurveda Resort, Trivandrum",
264,"Somatheeram Ayurveda Resort, Trivandrum",
265,"Somatheeram Ayurveda Resort, Trivandrum",
266,"Somatheeram Ayurveda Resort, Trivandrum",
267,"Somatheeram Ayurveda Resort, Trivandrum",
268,"Somatheeram Ayurveda Resort, Trivandrum",
269,"Somatheeram Ayurveda Resort, Trivandrum",
270,"Somatheeram Ayurveda Resort, Trivandrum",
271,"Somatheeram Ayurveda Resort, Trivandrum",
272,"Somatheeram Ayurveda Resort, Trivandrum",
273,"Somatheeram Ayurveda Resort, Trivandrum",
274,"Somatheeram Ayurveda Resort, Trivandrum",
275,"Somatheeram Ayurveda Resort, Trivandrum",
276,"Somatheeram Ayurveda Resort, Trivandrum",
277,"Somatheeram Ayurveda Resort, Trivandrum",
278,"Somatheeram Ayurveda Resort, Trivandrum",
279,"Somatheeram Ayurveda Resort, Trivandrum",
280,"Somatheeram Ayurveda Resort, Trivandrum",
281,"Somatheeram Ayurveda Resort, Trivandrum",
282,"Somatheeram Ayurveda Resort, Trivandrum",
283,"Somatheeram Ayurveda Resort, Trivandrum",
284,"Somatheeram Ayurveda Resort, Trivandrum",
285,"Somatheeram Ayurveda Resort, Trivandrum",
286,"Somatheeram Ayurveda Resort, Trivandrum",
287,"Somatheeram Ayurveda Resort, Trivandrum",
288,"Somatheeram Ayurveda Resort, Trivandrum",
289,"Somatheeram Ayurveda Resort, Trivandrum",
290,"Somatheeram Ayurveda Resort, Trivandrum",
291,"Somatheeram Ayurveda Resort, Trivandrum","HOTEL'S NAME:
Nemom Railway Station
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
10.0
ROOM COUNT:
200
PRICE RANGE (INR):
10000
PRICE RANGE (USD):
132
HOTELS LINK:
http://vivantabytaj.com/kovalam-kerala/overview.html"
292,"Somatheeram Ayurveda Resort, Trivandrum","HOTEL'S NAME:
Hotel Chaithram
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
7.0
ROOM COUNT:
88
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
http://ktdc.com"
293,"Somatheeram Ayurveda Resort, Trivandrum","SIGHT'S NAME:
Sree Padmanabhaswamy Temple
SIGHTS' ADDRESS:
West Nada, East Fort
SIGHT DISTANCE FROM HOSPITAL (IN KM):
19.4
CONNECTIVITY:
KSRTC, Local Bus, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
294,"Somatheeram Ayurveda Resort, Trivandrum","MARKET NAME:
Shreekariam Market
MARKET IS KNOWN FOR:
Jewellery, Hardware, Painting, Clothing
RESTURANTS IN MARKET PLACE:
Sea Food, South Indian, Street Food
RELIGIOUS PLACES IN MARKET:
Temple – Shreekariam Temple, Madathil Nada Temple Church – Saint Mary Church, Palloti Church"
295,"Rajah Island, Thrissur","APPOINTMENT LINK
rha@ayurvedichospital.com"
296,"Rajah Island, Thrissur","INTERNATIONAL CUISINES
* Indian"
297,"Rajah Island, Thrissur","INTERNATIONAL RECOGNITIONS
- Not Available -"
298,"Rajah Island, Thrissur","ISO DETAILS
- Not Available -"
299,"Rajah Island, Thrissur","LANGUAGES
* English
* Arabic
* Russian
* German"
300,"Rajah Island, Thrissur","CERTIFICATES
- Not Available -"
301,"Rajah Island, Thrissur",
302,"Rajah Island, Thrissur",
303,"Rajah Island, Thrissur",
304,"Rajah Island, Thrissur",
305,"Rajah Island, Thrissur",
306,"Rajah Island, Thrissur",
307,"Rajah Island, Thrissur",
308,"Rajah Island, Thrissur",
309,"Rajah Island, Thrissur",
310,"Rajah Island, Thrissur",
311,"Rajah Island, Thrissur",
312,"Rajah Island, Thrissur",
313,"Rajah Island, Thrissur",
314,"Rajah Island, Thrissur",
315,"Rajah Island, Thrissur",
316,"Rajah Island, Thrissur",
317,"Rajah Island, Thrissur",
318,"Rajah Island, Thrissur",
319,"Rajah Island, Thrissur",
320,"Rajah Island, Thrissur",
321,"Rajah Island, Thrissur",
322,"Rajah Island, Thrissur",
323,"Rajah Island, Thrissur",
324,"Rajah Island, Thrissur",
325,"Rajah Island, Thrissur",
326,"Rajah Island, Thrissur",
327,"Rajah Island, Thrissur",
328,"Rajah Island, Thrissur",
329,"Rajah Island, Thrissur",
330,"Rajah Island, Thrissur",
331,"Rajah Island, Thrissur",
332,"Rajah Island, Thrissur",
333,"Rajah Island, Thrissur",
334,"Rajah Island, Thrissur",
335,"Rajah Island, Thrissur",
336,"Rajah Island, Thrissur",
337,"Rajah Island, Thrissur",
338,"Rajah Island, Thrissur",
339,"Rajah Island, Thrissur",
340,"Rajah Island, Thrissur",
341,"Rajah Island, Thrissur","HOTEL'S NAME:
Hotel Elite International
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
10.0
ROOM COUNT:
108
PRICE RANGE (INR):
600
PRICE RANGE (USD):
8
HOTELS LINK:
http://hoteleliteinternational.com"
342,"Rajah Island, Thrissur","SIGHT'S NAME:
Chettuva Bungalowr, Thriprayar
SIGHTS' ADDRESS:
Chavakkad Beach Road
SIGHT DISTANCE FROM HOSPITAL (IN KM):
6.0
CONNECTIVITY:
Local Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
343,"Rajah Island, Thrissur","MARKET NAME:
Kandampully Shopping Center
MARKET IS KNOWN FOR:
Imitation Jewellery, Ornaments, Essentials, Traditional Handicrafts
RESTURANTS IN MARKET PLACE:
Local, Intercontinental, Multi Cuisine
RELIGIOUS PLACES IN MARKET:
Temple – Pokkulangara TempleChurch – St Thomas Church Palayur"
344,"Rajah Healthy Acres, Palakkad","APPOINTMENT LINK
http://www.ayurvedichospital.com"
345,"Rajah Healthy Acres, Palakkad","INTERNATIONAL CUISINES
* Indian"
346,"Rajah Healthy Acres, Palakkad","INTERNATIONAL RECOGNITIONS
- Not Available -"
347,"Rajah Healthy Acres, Palakkad","ISO DETAILS
- Not Available -"
348,"Rajah Healthy Acres, Palakkad","LANGUAGES
* Arabic
* French
* Russian
* German"
349,"Rajah Healthy Acres, Palakkad","CERTIFICATES
- Not Available -"
350,"Rajah Healthy Acres, Palakkad",
351,"Rajah Healthy Acres, Palakkad",
352,"Rajah Healthy Acres, Palakkad",
353,"Rajah Healthy Acres, Palakkad",
354,"Rajah Healthy Acres, Palakkad",
355,"Rajah Healthy Acres, Palakkad",
356,"Rajah Healthy Acres, Palakkad",
357,"Rajah Healthy Acres, Palakkad",
358,"Rajah Healthy Acres, Palakkad",
359,"Rajah Healthy Acres, Palakkad",
360,"Rajah Healthy Acres, Palakkad",
361,"Rajah Healthy Acres, Palakkad",
362,"Rajah Healthy Acres, Palakkad",
363,"Rajah Healthy Acres, Palakkad",
364,"Rajah Healthy Acres, Palakkad",
365,"Rajah Healthy Acres, Palakkad",
366,"Rajah Healthy Acres, Palakkad",
367,"Rajah Healthy Acres, Palakkad",
368,"Rajah Healthy Acres, Palakkad",
369,"Rajah Healthy Acres, Palakkad",
370,"Rajah Healthy Acres, Palakkad",
371,"Rajah Healthy Acres, Palakkad",
372,"Rajah Healthy Acres, Palakkad",
373,"Rajah Healthy Acres, Palakkad",
374,"Rajah Healthy Acres, Palakkad",
375,"Rajah Healthy Acres, Palakkad",
376,"Rajah Healthy Acres, Palakkad",
377,"Rajah Healthy Acres, Palakkad",
378,"Rajah Healthy Acres, Palakkad",
379,"Rajah Healthy Acres, Palakkad",
380,"Rajah Healthy Acres, Palakkad",
381,"Rajah Healthy Acres, Palakkad",
382,"Rajah Healthy Acres, Palakkad",
383,"Rajah Healthy Acres, Palakkad",
384,"Rajah Healthy Acres, Palakkad",
385,"Rajah Healthy Acres, Palakkad",
386,"Rajah Healthy Acres, Palakkad",
387,"Rajah Healthy Acres, Palakkad",
388,"Rajah Healthy Acres, Palakkad",
389,"Rajah Healthy Acres, Palakkad",
390,"Rajah Healthy Acres, Palakkad","HOTEL'S NAME:
Trichur Towers
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
- Not Available -
ROOM COUNT:
1200
PRICE RANGE (INR):
1200
PRICE RANGE (USD):
16
HOTELS LINK:
http://hoteltrichurtowers.com"
391,"Rajah Healthy Acres, Palakkad","HOTEL'S NAME:
Lulu International Convention Center And Garden Hotels
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
- Not Available -
ROOM COUNT:
11
PRICE RANGE (INR):
4000
PRICE RANGE (USD):
53
HOTELS LINK:
http://luluicc.in"
392,"Rajah Healthy Acres, Palakkad","SIGHT'S NAME:
Chettuva Bungalow, Thriprayar
SIGHTS' ADDRESS:
Chavakkad Beach Road
SIGHT DISTANCE FROM HOSPITAL (IN KM):
36.0
CONNECTIVITY:
Local Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
393,"Rajah Healthy Acres, Palakkad","MARKET NAME:
Kandampully Shopping Center
MARKET IS KNOWN FOR:
Imitation Jewellery, Ornaments, Essentials, Traditional Handicrafts
RESTURANTS IN MARKET PLACE:
Local, Intercontinental, Multi Cuisine
RELIGIOUS PLACES IN MARKET:
Temple – Pokkulangara TempleChurch – St Thomas Church Palayur"
394,"Rajah Beach, Thrissur","APPOINTMENT LINK
- not available -"
395,"Rajah Beach, Thrissur","INTERNATIONAL CUISINES
* Indian"
396,"Rajah Beach, Thrissur","INTERNATIONAL RECOGNITIONS
- Not Available -"
397,"Rajah Beach, Thrissur","ISO DETAILS
- Not Available -"
398,"Rajah Beach, Thrissur","LANGUAGES
* English
* Arabic
* French
* German"
399,"Rajah Beach, Thrissur","CERTIFICATES
- Not Available -"
400,"Rajah Beach, Thrissur","ROOMS
* Deluxe
* Suites"
401,"Rajah Beach, Thrissur",
402,"Rajah Beach, Thrissur",
403,"Rajah Beach, Thrissur",
404,"Rajah Beach, Thrissur",
405,"Rajah Beach, Thrissur",
406,"Rajah Beach, Thrissur",
407,"Rajah Beach, Thrissur",
408,"Rajah Beach, Thrissur",
409,"Rajah Beach, Thrissur",
410,"Rajah Beach, Thrissur",
411,"Rajah Beach, Thrissur",
412,"Rajah Beach, Thrissur",
413,"Rajah Beach, Thrissur",
414,"Rajah Beach, Thrissur",
415,"Rajah Beach, Thrissur",
416,"Rajah Beach, Thrissur",
417,"Rajah Beach, Thrissur",
418,"Rajah Beach, Thrissur",
419,"Rajah Beach, Thrissur",
420,"Rajah Beach, Thrissur",
421,"Rajah Beach, Thrissur",
422,"Rajah Beach, Thrissur",
423,"Rajah Beach, Thrissur",
424,"Rajah Beach, Thrissur",
425,"Rajah Beach, Thrissur",
426,"Rajah Beach, Thrissur",
427,"Rajah Beach, Thrissur",
428,"Rajah Beach, Thrissur",
429,"Rajah Beach, Thrissur",
430,"Rajah Beach, Thrissur",
431,"Rajah Beach, Thrissur",
432,"Rajah Beach, Thrissur",
433,"Rajah Beach, Thrissur",
434,"Rajah Beach, Thrissur",
435,"Rajah Beach, Thrissur",
436,"Rajah Beach, Thrissur",
437,"Rajah Beach, Thrissur",
438,"Rajah Beach, Thrissur",
439,"Rajah Beach, Thrissur",
440,"Rajah Beach, Thrissur","HOTEL'S NAME:
Dass Continental
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.0
ROOM COUNT:
29
PRICE RANGE (INR):
1900
PRICE RANGE (USD):
25
HOTELS LINK:
http://dasscontinental.com"
441,"Rajah Beach, Thrissur","HOTEL'S NAME:
Casino Hotels Limited
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
51
PRICE RANGE (INR):
1600
PRICE RANGE (USD):
21
HOTELS LINK:
http://casinotels.in"
442,"Rajah Beach, Thrissur","SIGHT'S NAME:
Paramekavu Bhagavathy Temple
SIGHTS' ADDRESS:
Guruvayoor
SIGHT DISTANCE FROM HOSPITAL (IN KM):
31.0
CONNECTIVITY:
Local Bus, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
443,"Rajah Beach, Thrissur","MARKET NAME:
Kairali
MARKET IS KNOWN FOR:
Traditional Artifacts And Handicrafts, Brass Work, Textiles, Jewellery
RESTURANTS IN MARKET PLACE:
Local, Multi Cuisine, Intercontinental
RELIGIOUS PLACES IN MARKET:
Church - Shrine Basilica Of Our Lady Of Dolours"
444,PVA Ayurvedic Multi Specialty Nursing Home,"APPOINTMENT LINK
http://www.ayurvedaacharya.com"
445,PVA Ayurvedic Multi Specialty Nursing Home,"INTERNATIONAL CUISINES
- Not Available -"
446,PVA Ayurvedic Multi Specialty Nursing Home,"INTERNATIONAL RECOGNITIONS
- Not Available -"
447,PVA Ayurvedic Multi Specialty Nursing Home,"ISO DETAILS
- Not Available -"
448,PVA Ayurvedic Multi Specialty Nursing Home,"LANGUAGES
* English
* French"
449,PVA Ayurvedic Multi Specialty Nursing Home,
450,PVA Ayurvedic Multi Specialty Nursing Home,
451,PVA Ayurvedic Multi Specialty Nursing Home,
452,PVA Ayurvedic Multi Specialty Nursing Home,
453,PVA Ayurvedic Multi Specialty Nursing Home,
454,PVA Ayurvedic Multi Specialty Nursing Home,
455,PVA Ayurvedic Multi Specialty Nursing Home,
456,PVA Ayurvedic Multi Specialty Nursing Home,
457,PVA Ayurvedic Multi Specialty Nursing Home,
458,PVA Ayurvedic Multi Specialty Nursing Home,
459,PVA Ayurvedic Multi Specialty Nursing Home,
460,PVA Ayurvedic Multi Specialty Nursing Home,
461,PVA Ayurvedic Multi Specialty Nursing Home,
462,PVA Ayurvedic Multi Specialty Nursing Home,
463,PVA Ayurvedic Multi Specialty Nursing Home,
464,PVA Ayurvedic Multi Specialty Nursing Home,
465,PVA Ayurvedic Multi Specialty Nursing Home,
466,PVA Ayurvedic Multi Specialty Nursing Home,
467,PVA Ayurvedic Multi Specialty Nursing Home,
468,PVA Ayurvedic Multi Specialty Nursing Home,
469,PVA Ayurvedic Multi Specialty Nursing Home,
470,PVA Ayurvedic Multi Specialty Nursing Home,
471,PVA Ayurvedic Multi Specialty Nursing Home,
472,PVA Ayurvedic Multi Specialty Nursing Home,
473,PVA Ayurvedic Multi Specialty Nursing Home,
474,PVA Ayurvedic Multi Specialty Nursing Home,
475,PVA Ayurvedic Multi Specialty Nursing Home,
476,PVA Ayurvedic Multi Specialty Nursing Home,
477,PVA Ayurvedic Multi Specialty Nursing Home,
478,PVA Ayurvedic Multi Specialty Nursing Home,
479,PVA Ayurvedic Multi Specialty Nursing Home,
480,PVA Ayurvedic Multi Specialty Nursing Home,
481,PVA Ayurvedic Multi Specialty Nursing Home,"HOTEL'S NAME:
Royal Omars
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
9.0
ROOM COUNT:
34
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
http://royalomars.com/"
482,PVA Ayurvedic Multi Specialty Nursing Home,"HOTEL'S NAME:
Mascot Beach Resort
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
9.0
ROOM COUNT:
45
PRICE RANGE (INR):
2100
PRICE RANGE (USD):
28
HOTELS LINK:
http://mascotresort.com/"
483,PVA Ayurvedic Multi Specialty Nursing Home,"SIGHT'S NAME:
Arakkal Museum
SIGHTS' ADDRESS:
Kannur
SIGHT DISTANCE FROM HOSPITAL (IN KM):
10.0
CONNECTIVITY:
City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Kochi Cabs
AGENCY WEBSITE:
http://www.kochitaxicabs.com
AGENCY CONTACT:
+91 90615 90099"
484,PVA Ayurvedic Multi Specialty Nursing Home,"MARKET NAME:
Royal Oak Shopping Mall
MARKET IS KNOWN FOR:
Luxury Brands, Electronics, Jewellery, Casual & Kids Wear, Footwear, Bags & Luggage, Entertainment
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages, Fast Food, Café, Pubs. Food Court
RELIGIOUS PLACES IN MARKET:
Temple –Ettumanoor Shiva Temple Church – Santa Cruz Basilica"
485,"Punarvana Ayurveda Hospital, Cochin","APPOINTMENT LINK
: http://www.punarnava.net"
486,"Punarvana Ayurveda Hospital, Cochin","INTERNATIONAL CUISINES
* Indian"
487,"Punarvana Ayurveda Hospital, Cochin","INTERNATIONAL RECOGNITIONS
- Not Available -"
488,"Punarvana Ayurveda Hospital, Cochin","ISO DETAILS
- Not Available -"
489,"Punarvana Ayurveda Hospital, Cochin","LANGUAGES
* English
* Arabic
* Hindi
* Tamil"
490,"Punarvana Ayurveda Hospital, Cochin","CERTIFICATES
- Not Available -"
491,"Punarvana Ayurveda Hospital, Cochin",
492,"Punarvana Ayurveda Hospital, Cochin",
493,"Punarvana Ayurveda Hospital, Cochin",
494,"Punarvana Ayurveda Hospital, Cochin",
495,"Punarvana Ayurveda Hospital, Cochin",
496,"Punarvana Ayurveda Hospital, Cochin",
497,"Punarvana Ayurveda Hospital, Cochin",
498,"Punarvana Ayurveda Hospital, Cochin",
499,"Punarvana Ayurveda Hospital, Cochin",
500,"Punarvana Ayurveda Hospital, Cochin",
501,"Punarvana Ayurveda Hospital, Cochin",
502,"Punarvana Ayurveda Hospital, Cochin",
503,"Punarvana Ayurveda Hospital, Cochin",
504,"Punarvana Ayurveda Hospital, Cochin",
505,"Punarvana Ayurveda Hospital, Cochin",
506,"Punarvana Ayurveda Hospital, Cochin",
507,"Punarvana Ayurveda Hospital, Cochin",
508,"Punarvana Ayurveda Hospital, Cochin",
509,"Punarvana Ayurveda Hospital, Cochin",
510,"Punarvana Ayurveda Hospital, Cochin",
511,"Punarvana Ayurveda Hospital, Cochin",
512,"Punarvana Ayurveda Hospital, Cochin",
513,"Punarvana Ayurveda Hospital, Cochin",
514,"Punarvana Ayurveda Hospital, Cochin",
515,"Punarvana Ayurveda Hospital, Cochin",
516,"Punarvana Ayurveda Hospital, Cochin",
517,"Punarvana Ayurveda Hospital, Cochin",
518,"Punarvana Ayurveda Hospital, Cochin",
519,"Punarvana Ayurveda Hospital, Cochin",
520,"Punarvana Ayurveda Hospital, Cochin",
521,"Punarvana Ayurveda Hospital, Cochin",
522,"Punarvana Ayurveda Hospital, Cochin",
523,"Punarvana Ayurveda Hospital, Cochin",
524,"Punarvana Ayurveda Hospital, Cochin",
525,"Punarvana Ayurveda Hospital, Cochin",
526,"Punarvana Ayurveda Hospital, Cochin",
527,"Punarvana Ayurveda Hospital, Cochin",
528,"Punarvana Ayurveda Hospital, Cochin",
529,"Punarvana Ayurveda Hospital, Cochin","HOTEL'S NAME:
Trident Cochin
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
3.0
ROOM COUNT:
45
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
66
HOTELS LINK:
http://tridenthotels.com"
530,"Punarvana Ayurveda Hospital, Cochin","HOTEL'S NAME:
The Gateway Hotel
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
108
PRICE RANGE (INR):
4100
PRICE RANGE (USD):
54
HOTELS LINK:
http://tajhotels.com"
531,"Punarvana Ayurveda Hospital, Cochin","SIGHT'S NAME:
India Backwaters
SIGHTS' ADDRESS:
Connayil
SIGHT DISTANCE FROM HOSPITAL (IN KM):
20.0
CONNECTIVITY:
Local Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
532,"Punarvana Ayurveda Hospital, Cochin","MARKET NAME:
Gold Souk Grande
MARKET IS KNOWN FOR:
Luxury Brands, Electronics, Jewellery, Casual & Kids Wear, Footwear, Bags & Luggage, Entertainment
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages, Fast Food, Café, Pubs. Food Court
RELIGIOUS PLACES IN MARKET:
Temple –Ettumanoor Shiva Temple Church – Santa Cruz Basilica"
0,SHALBY HOSPITAL JABALPUR,"APPOINTMENT LINK
info.jabalpur@shalby.org"
1,SHALBY HOSPITAL JABALPUR,"INTERNATIONAL CUISINES
* Indian"
2,SHALBY HOSPITAL JABALPUR,"INTERNATIONAL RECOGNITIONS
- Not Available -"
3,SHALBY HOSPITAL JABALPUR,"ISO DETAILS
- Not Available -"
4,SHALBY HOSPITAL JABALPUR,"LANGUAGES
* English
* Hindi
* Marathi
* Bangla
* Punjabi
* Telugu
* Tamil"
5,SHALBY HOSPITAL JABALPUR,"CERTIFICATES
* NABH"
6,SHALBY HOSPITAL JABALPUR,"ROOMS
* Deluxe
* Special Rooms
* Twin Sharing
* Single Room
* Multiple Beds
* Executive"
7,SHALBY HOSPITAL JABALPUR,
8,SHALBY HOSPITAL JABALPUR,
9,SHALBY HOSPITAL JABALPUR,
10,SHALBY HOSPITAL JABALPUR,
11,SHALBY HOSPITAL JABALPUR,
12,SHALBY HOSPITAL JABALPUR,
13,SHALBY HOSPITAL JABALPUR,
14,SHALBY HOSPITAL JABALPUR,
15,SHALBY HOSPITAL JABALPUR,
16,SHALBY HOSPITAL JABALPUR,
17,SHALBY HOSPITAL JABALPUR,
18,SHALBY HOSPITAL JABALPUR,
19,SHALBY HOSPITAL JABALPUR,
20,SHALBY HOSPITAL JABALPUR,
21,SHALBY HOSPITAL JABALPUR,
22,SHALBY HOSPITAL JABALPUR,
23,SHALBY HOSPITAL JABALPUR,
24,SHALBY HOSPITAL JABALPUR,
25,SHALBY HOSPITAL JABALPUR,
26,SHALBY HOSPITAL JABALPUR,
27,SHALBY HOSPITAL JABALPUR,
28,SHALBY HOSPITAL JABALPUR,
29,SHALBY HOSPITAL JABALPUR,
30,SHALBY HOSPITAL JABALPUR,
31,SHALBY HOSPITAL JABALPUR,
32,SHALBY HOSPITAL JABALPUR,
33,SHALBY HOSPITAL JABALPUR,
34,SHALBY HOSPITAL JABALPUR,
35,SHALBY HOSPITAL JABALPUR,
36,SHALBY HOSPITAL JABALPUR,
37,SHALBY HOSPITAL JABALPUR,
38,SHALBY HOSPITAL JABALPUR,
39,SHALBY HOSPITAL JABALPUR,
40,SHALBY HOSPITAL JABALPUR,
41,SHALBY HOSPITAL JABALPUR,
42,SHALBY HOSPITAL JABALPUR,
43,SHALBY HOSPITAL JABALPUR,
44,SHALBY HOSPITAL JABALPUR,
45,SHALBY HOSPITAL JABALPUR,"HOTEL'S NAME:
VIJAN MAHAL
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
15.0
ROOM COUNT:
100
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
67
HOTELS LINK:
www.vijanmahal.com"
46,SHALBY HOSPITAL JABALPUR,"HOTEL'S NAME:
Hotel Yuvraj Grand
STAR RTAING:
1
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
30
PRICE RANGE (INR):
2640
PRICE RANGE (USD):
35
HOTELS LINK:
n/a"
47,SHALBY HOSPITAL JABALPUR,"SIGHT'S NAME:
Bhedaghat
SIGHTS' ADDRESS:
Bhedaghat Along With River Narmada, Jabalpur
SIGHT DISTANCE FROM HOSPITAL (IN KM):
35.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Pawan Travel
AGENCY WEBSITE:
- not available -
AGENCY CONTACT:
9425124528"
48,SHALBY HOSPITAL JABALPUR,"MARKET NAME:
SOUTH AVENUE MALL
MARKET IS KNOWN FOR:
FMCG,FOOD,CLOTHES,APPARELS,BOOKS,ELECTRONICS ETC
RESTURANTS IN MARKET PLACE:
DOMINO, KFC
RELIGIOUS PLACES IN MARKET:
KACHNAR TEMPLE, CHURCH JYOTI TALKIES"
49,Shalby Hospital Indore,"APPOINTMENT LINK
- not available -"
50,Shalby Hospital Indore,"INTERNATIONAL CUISINES
- Not Available -"
51,Shalby Hospital Indore,"INTERNATIONAL RECOGNITIONS
- Not Available -"
52,Shalby Hospital Indore,"ISO DETAILS
- Not Available -"
53,Shalby Hospital Indore,"LANGUAGES
* Hindi
* English"
54,Shalby Hospital Indore,"CERTIFICATES
* NABH
* NABL"
55,Shalby Hospital Indore,
56,Shalby Hospital Indore,
57,Shalby Hospital Indore,
58,Shalby Hospital Indore,
59,Shalby Hospital Indore,
60,Shalby Hospital Indore,
61,Shalby Hospital Indore,
62,Shalby Hospital Indore,
63,Shalby Hospital Indore,
64,Shalby Hospital Indore,
65,Shalby Hospital Indore,
66,Shalby Hospital Indore,
67,Shalby Hospital Indore,
