,Brand Name,Generic Name,Drug Type,Route,Dosage Form,Date
1046,Azithromycin Monohydrate,AZITHROMYCIN MONOHYDRATE,HUMAN PRESCRIPTION DRUG,ORAL,"POWDER, FOR SUSPENSION",2021-04-26
1047,azithromycin monohydrate,AZITHROMYCIN MONOHYDRATE,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,2020-03-23
1048,Azolen,MICONAZOLE NITRATE,HUMAN OTC DRUG,ORAL,TINCTURE,2018-10-06
1049,Azopt,BRINZOLAMIDE,HUMAN PRESCRIPTION DRUG,TOPICAL,SUSPENSION/ DROPS,2019-09-16
1050,Azor,AMLODIPINE BESYLATE AND OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,"TABLET, FILM COATED",2019-12-16
1051,AZSTARYS,SERDEXMETHYLPHENIDATE AND DEXMETHYLPHENIDATE,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,2021-07-19
1052,Aztreonam,AZTREONAM,HUMAN PRESCRIPTION DRUG,ORAL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",2019-10-21
1053,Azulfidine,SULFASALAZINE,HUMAN PRESCRIPTION DRUG,"INTRAMUSCULAR, INTRAVENOUS",TABLET,2021-05-24
1054,Azulfidine EN-tabs,SULFASALAZINE,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, DELAYED RELEASE",2021-05-24
1055,Azurette,DESOGESTREL/ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,HUMAN PRESCRIPTION DRUG,ORAL,KIT,2018-10-07
